key_0,tweet_id,tweet_text,author_username,author_name,products_detected,overall_sentiment,intent,aspect_product,aspect,aspect_sentiment,posted_at_utc,posted_at_lagos,posted_date,posted_hour_utc,posted_hour_lagos,posted_dow,posted_week,created_at
,tweet-1939812208415830489,"What is wrong with piggyvest @piggyvest withdrew money from my saving for almost 24hours already debited and have not gotten my money yet, please i saved it for a reason and I need urgently I’m begging let nothing do my savings not even in this economy @piggyvest @cenbank",mojoyinoluwa_RN,Mojoyinoluwa🩺,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-06-30T22:24:05Z,2025-06-30T23:24:05+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:24:05Z
,tweet-1939810445663048072,@piggyvest This are the details. It’s almost 2hour now haven’t received the money please help I really need money urgently. Please help me fixed the issue. Thanks,a_usma,ALABI USMAN,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-30T22:17:04Z,2025-06-30T23:17:04+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:17:04Z
,tweet-1939810445663048072,@piggyvest This are the details. It’s almost 2hour now haven’t received the money please help I really need money urgently. Please help me fixed the issue. Thanks,a_usma,ALABI USMAN,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-06-30T22:17:04Z,2025-06-30T23:17:04+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:17:04Z
,tweet-1939810435148169580,@piggyvest hey credit my money I’m not joking with yall dfkm,Bobo_alade,iMay🎩,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-30T22:17:02Z,2025-06-30T23:17:02+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:17:02Z
,tweet-1939809804060442953,"@piggyvest Hey piggy vest I tried to redraw my money on the app today bcos it’s redraw free day. I transfer the money to my access account #540,000 and it’s says an error has occurred, immediately piggy vest have removed the money from my account and haven’t been credited on my account.",a_usma,ALABI USMAN,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-30T22:14:31Z,2025-06-30T23:14:31+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:14:31Z
,tweet-1939809804060442953,"@piggyvest Hey piggy vest I tried to redraw my money on the app today bcos it’s redraw free day. I transfer the money to my access account #540,000 and it’s says an error has occurred, immediately piggy vest have removed the money from my account and haven’t been credited on my account.",a_usma,ALABI USMAN,['PiggyVest'],very_negative,complaint,PiggyVest,app_performance,very_negative,2025-06-30T22:14:31Z,2025-06-30T23:14:31+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:14:31Z
,tweet-1939809804060442953,"@piggyvest Hey piggy vest I tried to redraw my money on the app today bcos it’s redraw free day. I transfer the money to my access account #540,000 and it’s says an error has occurred, immediately piggy vest have removed the money from my account and haven’t been credited on my account.",a_usma,ALABI USMAN,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-30T22:14:31Z,2025-06-30T23:14:31+01:00,2025-06-30,22,23,Monday,2025-W27,2025-06-30T22:14:31Z
,tweet-1939805828942635143,@piggyvest what’s up with you guys??…withdrew from my piggy savings and my bank hasn’t been credited for more than 6 hours 😩,Ibrahim83457224,Aibeey💀,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-30T21:58:44Z,2025-06-30T22:58:44+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:58:44Z
,tweet-1939805828942635143,@piggyvest what’s up with you guys??…withdrew from my piggy savings and my bank hasn’t been credited for more than 6 hours 😩,Ibrahim83457224,Aibeey💀,['PiggyVest'],very_negative,complaint,PiggyVest,inquiry,very_negative,2025-06-30T21:58:44Z,2025-06-30T22:58:44+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:58:44Z
,tweet-1939804874817855608,@trendmili43850 @piggyvest I thought withdrawals are on free withdrawal days are free. They charged me ~10k 😥😰for withdrawing my money.,0xHLB,HLB,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-30T21:54:56Z,2025-06-30T22:54:56+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:54:56Z
,tweet-1939804354212770087,@0xHLB @piggyvest I can't even withdraw,trendmili43850,Trendmili,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-30T21:52:52Z,2025-06-30T22:52:52+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:52:52Z
,tweet-1939804260482654550,@TheSopHub @piggyvest I've been trying since morning,trendmili43850,Trendmili,['PiggyVest'],slightly_negative,complaint,PiggyVest,app_performance,slightly_negative,2025-06-30T21:52:30Z,2025-06-30T22:52:30+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:52:30Z
,tweet-1939801580674416839,@piggyvest @piggyvest ~10k gone just like that????,0xHLB,HLB,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-30T21:41:51Z,2025-06-30T22:41:51+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:41:51Z
,tweet-1939801182093849031,@piggyvest WTF??? Today is a free withdrawal day and you still debited me for withdrawal fee! Oh my God! What have you done to me?,0xHLB,HLB,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-30T21:40:16Z,2025-06-30T22:40:16+01:00,2025-06-30,21,22,Monday,2025-W27,2025-06-30T21:40:16Z
,tweet-1931434810511175827,"@mind_talkss @Wizarab10 @cowrywise If you decide to lock it up in an investment app, don't put all your eggs in one basket. Split it into different apps like Piggyvest, Opay, Carbon, Bamboo etc. gives you more security.",tbagacious,TCK,['PiggyVest'],slightly_positive,opinion,PiggyVest,investments,slightly_positive,2025-06-07T19:35:17Z,2025-06-07T20:35:17+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:35:17Z
,tweet-1931434810511175827,"@mind_talkss @Wizarab10 @cowrywise If you decide to lock it up in an investment app, don't put all your eggs in one basket. Split it into different apps like Piggyvest, Opay, Carbon, Bamboo etc. gives you more security.",tbagacious,TCK,['PiggyVest'],slightly_positive,opinion,PiggyVest,trust_security,slightly_positive,2025-06-07T19:35:17Z,2025-06-07T20:35:17+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:35:17Z
,tweet-1931429827372052593,Since league end na twice i don play bet.. I dey always warn my guy @Ricchlesley12 to be gamble aware and also minimize the way he stakes. If you don't want to the with money lock am for Fairmoney or piggyvest,oghenemaro_1,Oghenemaro,['PiggyVest'],slightly_positive,opinion,PiggyVest,savings_plans,very_positive,2025-06-07T19:15:29Z,2025-06-07T20:15:29+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:15:29Z
,tweet-1931429250126557610,"So when people convert their dollar, euro or pound income to Naira and lock it for one year in piggyVest, they indirectly get 20% interest on the hard currency? Risk: Naira may appreciate at maturity. 😳😳😳😳😳😳",Omo_Uje,Okẹọghẹnẹ,['PiggyVest'],neutral,inquiry,PiggyVest,investments,neutral,2025-06-07T19:13:12Z,2025-06-07T20:13:12+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:13:12Z
,tweet-1931429250126557610,"So when people convert their dollar, euro or pound income to Naira and lock it for one year in piggyVest, they indirectly get 20% interest on the hard currency? Risk: Naira may appreciate at maturity. 😳😳😳😳😳😳",Omo_Uje,Okẹọghẹnẹ,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-07T19:13:12Z,2025-06-07T20:13:12+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:13:12Z
,tweet-1931428947822268612,"Picked Piggyvest over Cowrywise just because i know someone that works there. If my money miss, @ajanwachuku's house is just around the corner🙂",_simondevs,Peter,['PiggyVest'],slightly_positive,opinion,PiggyVest,brand_perception,slightly_positive,2025-06-07T19:12:00Z,2025-06-07T20:12:00+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:12:00Z
,tweet-1931428947822268612,"Picked Piggyvest over Cowrywise just because i know someone that works there. If my money miss, @ajanwachuku's house is just around the corner🙂",_simondevs,Peter,['PiggyVest'],slightly_positive,opinion,PiggyVest,trust_security,slightly_positive,2025-06-07T19:12:00Z,2025-06-07T20:12:00+01:00,2025-06-07,19,20,Saturday,2025-W23,2025-06-07T19:12:00Z
,tweet-1931425527425863812,"@malik_asiwaju @ese_osa__ Social media noise?? oh please 😂 I've been using Piggyvest since the year they launched and I'm satisfied with their service! Each to his own, you can love your Fairmoney while I love my Piggyvest. I can't claim your balance and vice versa. PS: I didn't lecture you about trust",_sisitola_,FirstLady👑,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-06-07T18:58:24Z,2025-06-07T19:58:24+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:58:24Z
,tweet-1931422780366503969,@FinnihK @okemania @Zoeinc_ Piggyvest IS NOT a licensed bank. You should know this even from the virtual accounts they give you to deposit money.,royal_abim,Mr Royabim,['PiggyVest'],slightly_negative,opinion,PiggyVest,trust_security,slightly_negative,2025-06-07T18:47:29Z,2025-06-07T19:47:29+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:47:29Z
,tweet-1931418337545728076,@piggyvest 🔥 Nice 👍 ..... creative way to boost personal finance,olumidecapital,Olumide Adesina,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-06-07T18:29:50Z,2025-06-07T19:29:50+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:29:50Z
,tweet-1931416148538425577,"cowrywise and piggyvest do, did you check",beeolaisbusyyy,busybee,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-07T18:21:08Z,2025-06-07T19:21:08+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:21:08Z
,tweet-1931415074066821225,@HavilahMavis @piggyvest My bvn get issues 😔 I'll fix it next week sha,_Ogechukwukanma,Oge The Social Media Babe🇨🇻,['PiggyVest'],slightly_negative,complaint,PiggyVest,trust_security,slightly_negative,2025-06-07T18:16:52Z,2025-06-07T19:16:52+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:16:52Z
,tweet-1931415032845197676,E the pain me as @piggyvest collect breaking fee 😭😭… Una no fit do free withdrawal for me as Salah gift 😒,shediprince,Shediprince 🐐 ,['PiggyVest'],very_negative,complaint,PiggyVest,withdrawals,very_negative,2025-06-07T18:16:42Z,2025-06-07T19:16:42+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:16:42Z
,tweet-1931415032845197676,E the pain me as @piggyvest collect breaking fee 😭😭… Una no fit do free withdrawal for me as Salah gift 😒,shediprince,Shediprince 🐐 ,['PiggyVest'],very_negative,complaint,PiggyVest,inquiry,slightly_negative,2025-06-07T18:16:42Z,2025-06-07T19:16:42+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:16:42Z
,tweet-1931414196727488938,@piggyvest What to expect?? Can't wait... 🔥,ImehSharon37460,Tech Shannie🤓,['PiggyVest'],very_positive,inquiry,PiggyVest,inquiry,neutral,2025-06-07T18:13:23Z,2025-06-07T19:13:23+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:13:23Z
,tweet-1931414196727488938,@piggyvest What to expect?? Can't wait... 🔥,ImehSharon37460,Tech Shannie🤓,['PiggyVest'],very_positive,inquiry,PiggyVest,brand_perception,very_positive,2025-06-07T18:13:23Z,2025-06-07T19:13:23+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:13:23Z
,tweet-1931414125264924928,@alt_tgbwears Na for piggyvest you dey save in $?,godwindontpl4y,Big Poppa,['PiggyVest'],neutral,inquiry,PiggyVest,savings_plans,neutral,2025-06-07T18:13:06Z,2025-06-07T19:13:06+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:13:06Z
,tweet-1931414125264924928,@alt_tgbwears Na for piggyvest you dey save in $?,godwindontpl4y,Big Poppa,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-07T18:13:06Z,2025-06-07T19:13:06+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:13:06Z
,tweet-1931413537747828998,@oreoluwa_ex 😂😂 I no even get Piggyvest,AuntyBolajoko,Oreoluwa,['PiggyVest'],neutral,opinion,,,,2025-06-07T18:10:45Z,2025-06-07T19:10:45+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:10:45Z
,tweet-1931412057871482885,@_Ogechukwukanma @piggyvest Na u go put money for piggybank instead of flex 😂,HavilahMavis,Nono Glory Igbokwe,['PiggyVest'],neutral,opinion,PiggyVest,savings_plans,neutral,2025-06-07T18:04:53Z,2025-06-07T19:04:53+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:04:53Z
,tweet-1931411314405941341,@HoneyBakedHam Congratulations on making your rewards program useless for most people! Now that PiggyPoints expire the occasional buyer like me will no longer build enough to get a treat and will go back to just the occasional holiday purchase. Way to kill the incentive!,StevenVanDyke,Steven Van Dyke,['PiggyVest'],very_negative,complaint,PiggyVest,brand_perception,very_negative,2025-06-07T18:01:55Z,2025-06-07T19:01:55+01:00,2025-06-07,18,19,Saturday,2025-W23,2025-06-07T18:01:55Z
,tweet-1931410066361511939,@piggyvest Na me get this sub @piggyvest E don red,CeoCharly,CEO,['PiggyVest'],very_negative,complaint,PiggyVest,brand_perception,very_negative,2025-06-07T17:56:58Z,2025-06-07T18:56:58+01:00,2025-06-07,17,18,Saturday,2025-W23,2025-06-07T17:56:58Z
,tweet-1931407149873176616,@AyobamieCartel1 @piggyvest I don tire I come dey borrow money . Imagine?,Olumide85292849,Mirror,['PiggyVest'],very_negative,opinion,PiggyVest,savings_plans,very_negative,2025-06-07T17:45:22Z,2025-06-07T18:45:22+01:00,2025-06-07,17,18,Saturday,2025-W23,2025-06-07T17:45:22Z
,tweet-1936819162967642600,@piggyvest please I need you in DM,Sirmido_1,Adewale Ahmed.B.,['PiggyVest'],neutral,complaint,PiggyVest,customer_support,neutral,2025-06-22T16:10:47Z,2025-06-22T17:10:47+01:00,2025-06-22,16,17,Sunday,2025-W25,2025-06-22T16:10:47Z
,tweet-1936810367348326887,@_ezefranklyn Tbh it’s 8% in half a year Not bad for some types of investment Isn’t that better than piggyvest?,greatestbillgb,BILL,['PiggyVest'],neutral,inquiry,PiggyVest,investments,slightly_negative,2025-06-22T15:35:50Z,2025-06-22T16:35:50+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:35:50Z
,tweet-1936810367348326887,@_ezefranklyn Tbh it’s 8% in half a year Not bad for some types of investment Isn’t that better than piggyvest?,greatestbillgb,BILL,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-22T15:35:50Z,2025-06-22T16:35:50+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:35:50Z
,tweet-1936809284160938074,@KaganTech @albert_eci If you stop using piggyvest what will you switch to?,debopeola77,DOO,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-22T15:31:32Z,2025-06-22T16:31:32+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:31:32Z
,tweet-1936808137551380697,"@twizzyfwn21 @piggyvest Young Man, send them a dm. They have replied you. Stop disturbing our peace. Piggyvest is my safe place.",OdiliobiC,Pempericious,['PiggyVest'],very_positive,opinion,PiggyVest,trust_security,very_positive,2025-06-22T15:26:58Z,2025-06-22T16:26:58+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:26:58Z
,tweet-1936806676608491776,@piggyvest this where you come in.,broziedan,Daniel,['PiggyVest'],neutral,opinion,PiggyVest,brand_perception,neutral,2025-06-22T15:21:10Z,2025-06-22T16:21:10+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:21:10Z
,tweet-1936806488355315822,"@KaganTech If it's a large transaction, it takes more than 4 hours before it reflects. Chill. @piggyvest is extremely safe.",Djaymania,Ayodeji Prime,['PiggyVest'],slightly_positive,opinion,PiggyVest,payments_transfers,slightly_negative,2025-06-22T15:20:25Z,2025-06-22T16:20:25+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:20:25Z
,tweet-1936806488355315822,"@KaganTech If it's a large transaction, it takes more than 4 hours before it reflects. Chill. @piggyvest is extremely safe.",Djaymania,Ayodeji Prime,['PiggyVest'],slightly_positive,opinion,PiggyVest,trust_security,very_positive,2025-06-22T15:20:25Z,2025-06-22T16:20:25+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:20:25Z
,tweet-1936805490257777069,"@StanbicIBTC @bellanaija I did a transfer from my piggyvest account to my stabic acc. Last night since 10pm and up till now, I have yet to see the money or an alert... Session ID: 110006250621213713083712477601",AssistWithPaul,Brother Paul,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-22T15:16:27Z,2025-06-22T16:16:27+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:16:27Z
,tweet-1936805348335346124,"@StanbicIBTC @bellanaija I did a transfer from my piggyvest account to my stabic acc. Last night since 10pm and up till now, I have yet to see the money or an alert... Session ID: 110006250621213713083712477601",AssistWithPaul,Brother Paul,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-22T15:15:53Z,2025-06-22T16:15:53+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:15:53Z
,tweet-1936803296532185272,"@piggyvest Hello...I sent money from flex money since last night , it's been deducted from the account but not gotten to my bank account",Company323061,code it,['PiggyVest'],slightly_negative,complaint,PiggyVest,withdrawals,slightly_negative,2025-06-22T15:07:44Z,2025-06-22T16:07:44+01:00,2025-06-22,15,16,Sunday,2025-W25,2025-06-22T15:07:44Z
,tweet-1936797575459266999,@MutiatAwolaja 😂😂😭😭 spot trading is better than piggyvest Just saying,0xahmard,Ahmvd,['PiggyVest'],slightly_negative,opinion,PiggyVest,brand_perception,slightly_negative,2025-06-22T14:45:00Z,2025-06-22T15:45:00+01:00,2025-06-22,14,15,Sunday,2025-W25,2025-06-22T14:45:00Z
,tweet-1936797375323865424,@Piggyvest abeg how I wan take commot this money like this na I don dey go through alot oh 😔,Anison55,Ani Victor,['PiggyVest'],very_negative,inquiry,PiggyVest,withdrawals,very_negative,2025-06-22T14:44:12Z,2025-06-22T15:44:12+01:00,2025-06-22,14,15,Sunday,2025-W25,2025-06-22T14:44:12Z
,tweet-1936797375323865424,@Piggyvest abeg how I wan take commot this money like this na I don dey go through alot oh 😔,Anison55,Ani Victor,['PiggyVest'],very_negative,inquiry,PiggyVest,inquiry,very_negative,2025-06-22T14:44:12Z,2025-06-22T15:44:12+01:00,2025-06-22,14,15,Sunday,2025-W25,2025-06-22T14:44:12Z
,tweet-1936784695942947016,"@KaganTech I'm begging for them, they don't usually misbehave 🙏🏿 Eysss!! @piggyvest FIX THE MAN'S ACCOUNT!!!",albert_eci,'Lolú Peters,['PiggyVest'],very_negative,complaint,PiggyVest,app_performance,very_negative,2025-06-22T13:53:49Z,2025-06-22T14:53:49+01:00,2025-06-22,13,14,Sunday,2025-W25,2025-06-22T13:53:49Z
,tweet-1936784695942947016,"@KaganTech I'm begging for them, they don't usually misbehave 🙏🏿 Eysss!! @piggyvest FIX THE MAN'S ACCOUNT!!!",albert_eci,'Lolú Peters,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-06-22T13:53:49Z,2025-06-22T14:53:49+01:00,2025-06-22,13,14,Sunday,2025-W25,2025-06-22T13:53:49Z
,tweet-1936776714887025019,"@Royablo0d @piggyvest Sure, you go use 200k take guide for the one year",agu_ebube,I am Good and Loved😊😍🥰,['PiggyVest'],neutral,opinion,PiggyVest,savings_plans,neutral,2025-06-22T13:22:07Z,2025-06-22T14:22:07+01:00,2025-06-22,13,14,Sunday,2025-W25,2025-06-22T13:22:07Z
,tweet-1936775550028194018,@twizzyfwn21 @Royablo0d @piggyvest Bro they will rectify your issue stop this nonsense,Zulugold3,Zulu,['PiggyVest'],slightly_positive,opinion,PiggyVest,customer_support,slightly_positive,2025-06-22T13:17:29Z,2025-06-22T14:17:29+01:00,2025-06-22,13,14,Sunday,2025-W25,2025-06-22T13:17:29Z
,tweet-1936772883092775037,"Omg this is so real🤣. I just end up saying “chaiii you know as piggyvest dey run their thing, I wish I can help o😩”",Layomi__O,Alhaja🥀,['PiggyVest'],neutral,opinion,PiggyVest,brand_perception,neutral,2025-06-22T13:06:53Z,2025-06-22T14:06:53+01:00,2025-06-22,13,14,Sunday,2025-W25,2025-06-22T13:06:53Z
,tweet-1936769211319165063,@piggyvest you people should not allow me call you out this afternoon.,dahney4real,Obinna | Analytics → Manager,['PiggyVest'],slightly_negative,opinion,PiggyVest,brand_perception,slightly_negative,2025-06-22T12:52:18Z,2025-06-22T13:52:18+01:00,2025-06-22,12,13,Sunday,2025-W25,2025-06-22T12:52:18Z
,tweet-1936764366092681260,@JuveFanNigeria @piggyvest They don sort am shapally,keeflee33,dHUL-KifL,['PiggyVest'],very_positive,opinion,PiggyVest,customer_support,very_positive,2025-06-22T12:33:02Z,2025-06-22T13:33:02+01:00,2025-06-22,12,13,Sunday,2025-W25,2025-06-22T12:33:02Z
,tweet-1939235596616245649,@Kwaliyo Make Piggyvest tear ACL?,Fejiro___,Et Tu,['PiggyVest'],very_negative,opinion,PiggyVest,brand_perception,very_negative,2025-06-29T08:12:50Z,2025-06-29T09:12:50+01:00,2025-06-29,8,9,Sunday,2025-W26,2025-06-29T08:12:50Z
,tweet-1939230566488166751,WTF is wrong with pocket app🤦🏾‍♀️,theekoko_,ΚΩΚΟ,['Pocket'],very_negative,complaint,Pocket,app_performance,very_negative,2025-06-29T07:52:50Z,2025-06-29T08:52:50+01:00,2025-06-29,7,8,Sunday,2025-W26,2025-06-29T07:52:50Z
,tweet-1939230566488166751,WTF is wrong with pocket app🤦🏾‍♀️,theekoko_,ΚΩΚΟ,['Pocket'],very_negative,complaint,Pocket,inquiry,very_negative,2025-06-29T07:52:50Z,2025-06-29T08:52:50+01:00,2025-06-29,7,8,Sunday,2025-W26,2025-06-29T07:52:50Z
,tweet-1939229727769694271,@lilyally98 Hmmm I sincerely can't answer this question. I think it's better to just save in pounds that's if there is anything similar solution to piggy vest in pounds,11thTycoon,TYCOON D GR8,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-29T07:49:30Z,2025-06-29T08:49:30+01:00,2025-06-29,7,8,Sunday,2025-W26,2025-06-29T07:49:30Z
,tweet-1939225115436138632,"Bottom line: If you’re building the next Flutterwave, PiggyVest, or Paystack, but you want it onchain, you need a chain that is scalable, cheap, local ready, and dev friendly ? That is @NEARProtocol. Start building now. 🧱🇳🇬",Muktaryaks,Muktar,['PiggyVest'],neutral,spam,PiggyVest,brand_perception,very_positive,2025-06-29T07:31:11Z,2025-06-29T08:31:11+01:00,2025-06-29,7,8,Sunday,2025-W26,2025-06-29T07:31:11Z
,tweet-1939217221324005796,"@ebolala01 @piggyvest no i haven’t, reach out to @piggyvest directly",Pharm_Bob,Pharm.Dr._Bob™ 💊,['PiggyVest'],neutral,opinion,PiggyVest,customer_support,neutral,2025-06-29T06:59:49Z,2025-06-29T07:59:49+01:00,2025-06-29,6,7,Sunday,2025-W26,2025-06-29T06:59:49Z
,tweet-1939199509231194601,@piggyvest Dash us something for offering today. Just credit our piggyvest account as your loyal customers 😁😁😁,JAgbontusi,Jennifer Agbontusi,['PiggyVest'],slightly_positive,suggestion,PiggyVest,suggestion,slightly_positive,2025-06-29T05:49:26Z,2025-06-29T06:49:26+01:00,2025-06-29,5,6,Sunday,2025-W26,2025-06-29T05:49:26Z
